Date,Close
2025-12-16 00:00:00+08:00,1435.0
2025-12-17 00:00:00+08:00,1430.0
2025-12-18 00:00:00+08:00,1430.0
2025-12-19 00:00:00+08:00,1430.0
2025-12-22 00:00:00+08:00,1465.0
2025-12-23 00:00:00+08:00,1490.0
2025-12-24 00:00:00+08:00,1495.0
2025-12-26 00:00:00+08:00,1510.0
2025-12-29 00:00:00+08:00,1530.0
2025-12-30 00:00:00+08:00,1520.0
